category,type,color,material,name,collection,tags_typology,tags_context,description,details,size,price,images,url
uomo,pantaloni,fantasia,cupro,Pantaloni a due pinces in cupro stampato,Armani Sustainability Values,casual,everyday,"I pantaloni con pinces, proposti in una contemporanea vestibilità ampia, si confermano come complemento passepartout dei look di stagione. Il modello, realizzato in cupro riciclato, ravvivato da una stampa a contrasto dall'effetto mosso, si distingue per le caratteristiche pinces frontali. I passanti in vita, le tasche laterali in cucitura e quelle posteriori a doppio filetto con bottone completano il capo.
","- Composizione: 100% Cupro
- Modello a due pinces
- Cinturino con passanti
- Chiusura con bottone e zip
- Due tasche a filetto
- due tasche sul retro con bottone
- Ampiezza fondo: 21,5 cm
- Made in Italy","46, 48, 50, 52, 54, 56",1100,"[{""color"":""fantasia"",""url"":""https://www.armani.com/variants/images/1647597298988096/F/w480.jpg""}]",https://www.armani.com/it-it/pantaloni-a-due-pinces-in-cupro-stampato-armani-sustainability-values_cod1647597298988096.html
uomo,giacche,"rosa cipria, blu e blu navy",misto lyocell,Giacca monopetto in lyocell e seta,Armani Sustainability Values,casual,everyday,"Giacca monopetto in lyocell realizzato con fibre artificiali di origine naturale da forestazione responsabile e processi produttivi responsabili, e seta. Il modello, con collo piccolo, tasche applicate e taschino sul petto, si distingue per l'attitudine rilassata e fresca, che interpreta un nuovo concetto di giacca, più versatile e disinvolta.
","- Composizione: 84% Lyocell 16% Seta di gelso
- Giacca monopetto
- Chiusura con bottoni
- Un taschino sul petto
- Due tasche applicate
- Polsini con stringitori< e bottoni
- Sfoderata
- Spacco centrale sul retro
- Lunghezza: 72 cm
- Made in Italy","46, 48, 50, 52, 54, 56",1900,"[{""color"":""rosacipria"",""url"":""https://www.armani.com/variants/images/1647597313161494/F/w480.jpg""},{""color"":""blu"",""url"":""https://www.armani.com/variants/images/1647597313161495/F/w480.jpg""},{""color"":""blunavy"",""url"":""https://www.armani.com/variants/images/1647597313161496/F/w480.jpg""}]",https://www.armani.com/it-it/giacca-monopetto-in-lyocell-e-seta-armani-sustainability-values_cod1647597313161495.html
uomo,camicie,rosa cipria e blu,misto lyocell,Camicia in lyocell e seta,Armani Sustainability Values,casual,everyday,"Camicia in lyocell realizzato con fibre artificiali di origine naturale da forestazione responsabile e processi produttivi responsabili, e seta. Il modello, con collo morbido senza bottoni e piccoli spacchi laterali, si distingue per l'attitudine rilassata e fresca ed è perfetto da abbinare ai pantaloni di collezione in look sempre diversi.

","- Composizione: 84% Lyocell 16% Seta di gelso
- Vestibilità loose
- Collo morbido senza bottoni
- Polsini con bottoni in madreperla e fessino
- Due spacchi laterali
- Made in Italy","S, M, L, XL, XXL",590,"[{""color"":""rosacipria"",""url"":""https://www.armani.com/variants/images/1647597313161486/F/w480.jpg""},{""color"":""blu"",""url"":""https://www.armani.com/variants/images/1647597313161487/F/w480.jpg""}]",https://www.armani.com/it-it/camicia-in-lyocell-e-seta-armani-sustainability-values_cod1647597313161487.html
uomo,camicie,blu,misto viscosa,"Camicia polo in viscosa e seta",P/E 2023,casual,everyday,"Camicia polo realizzata in filato di viscosa e seta, dalla vestibilità fluida e leggera. Il modello è caratterizzato dal collo guru con impunture in tono, la chiusura a 3/4 con bottoni in madreperla e dai polsini con bottoni. Il dettaglio dei piccoli spacchi laterali sottolinea l'attitudine rilassata e fresca di questo capo pensato per look

","- Composizione: 55% Viscosa 45% Seta di gelso
- Vestibilità loose
- Collo guru a due bottoni con dettaglio impunture in tono
- Allacciatura con bottoni in madreperla
- Polsini con bottoni
- Carré posteriore
- Due spacchi laterali
- Made in Italy","38, 39, 40, 41, 42",850,"[{""color"":""blu"",""url"":""https://www.armani.com/variants/images/1647597313161485/F/w480.jpg""}]",https://www.armani.com/it-it/camicia-polo-in-viscosa-e-seta_cod1647597313161485.html
uomo,pantaloni,"rosa cipria, blu e blu navy",misto lyocell,Pantaloni a una pince in lyocell e seta,Armani Sustainability Values,casual,everyday,"Pantaloni realizzati in lyocell ottenuto con fibre artificiali di origine naturale da forestazione responsabile e processi produttivi responsabili, e seta. Il modello, a una pince, con tasche laterali a filetto e chiusura con bottone e zip, si distingue per l'attitudine rilassata e fresca ed è perfetto da abbinare alle camicie e t-shirt di collezione in look sempre diversi.
","- Composizione: 84% Lyocell 16% Seta di gelso
- Modello a una pince effetto goccia
- Elastico in vita
- Chiusura con bottone e zip
- Due tasche a filetto
- Due tasche sul retro a filetto con bottone automatico
- Ampiezza fondo: 19 cm
- Made in Italy","46, 48, 50, 52, 54, 56, 58, 60",830,"[{""color"":""rosacipria"",""url"":""https://www.armani.com/variants/images/1647597313161520/F/w480.jpg""},{""color"":""blunavy"",""url"":""https://www.armani.com/variants/images/1647597313161521/F/w480.jpg""},{""color"":""blu"",""url"":""https://www.armani.com/variants/images/1647597313161522/F/w480.jpg""}]",https://www.armani.com/it-it/pantaloni-a-una-pince-in-lyocell-e-seta-armani-sustainability-values_cod1647597313161521.html
uomo,giacche,blu navy,lyocell,Giacca monopetto in lyocell,Armani Sustainability Values,casual,everyday,"Giacca con vestibilità asciutta, completamente decostruita; caratteristica che conferisce al modello le iconiche linee fluide, grandi rappresentati dello stile Giorgio Armani. Modello monopetto a un bottone realizzato in lyocell proveniente da foreste gestite in modo responsabile e da processi a ridotto impatto ambientale. Impreziosita dal dettaglio a contrasto che crea un effetto di sovrapposizione, è un capo versatile e ricercato, perfetto alleato di look disinvolti.

","- Composizione: 100% Lyocell
- Revers a specchio
- Chiusura monopetto a un bottone
- Due tasche a filetto
- Un taschino a filetto sul petto
-Dettaglio inserto stampa logo GA effetto sciarpina
- Sfoderata
- Lunghezza: 73,5 cm
- Made in Italy","46, 48, 50, 52, 54",2600,"[{""color"":""blunavy"",""url"":""https://www.armani.com/variants/images/1647597298958031/F/w480.jpg""}]",https://www.armani.com/it-it/giacca-monopetto-in-lyocell-armani-sustainability-values_cod1647597298958031.html
uomo,pantaloni,blu navy,lyocell,"Pantaloni a due pinces in lyocell
",Armani Sustainability Values,casual,everyday,"I pantaloni con pinces, proposti in una contemporanea vestibilità ampia, incarnano lo spirito della stagione. Questo modello è realizzato in lyocell proveniente da foreste gestite in modo responsabile e da processi a ridotto impatto ambientale, a sostegno di una moda sempre più sostenibile. I passanti in vita, le tasche laterali in cucitura e quelle posteriori a doppio filetto con bottone completano il capo.
","- Composizione: 100% Lyocell
- Modello a due pinces
- Cintura con passanti
- Chiusura con bottone e zip
- Due tasche laterali a filetto
- Due tasche sul retro con bottone
- Ampiezza fondo: 22 cm
- Made in Italy","46, 48, 50, 52, 54",1100,"[{""color"":""blunavy"",""url"":""https://www.armani.com/variants/images/1647597298974779/F/w480.jpg""}]",https://www.armani.com/it-it/pantaloni-a-due-pinces-in-lyocell-armani-sustainability-values_cod1647597298974779.html
uomo,pantaloni,bianco,misto cotone,"Pantaloni flat front in lino e cotone canneté",P/E 2023,casual,everyday,"Pantaloni modello flat front realizzati in lino e cotone, dal motivo canneté, declinati nelle nuance passepartout di collezione. Un modello dallo spirito urbano, caratterizzato da una vestibilità morbida e confortevole, reso anche dalla gamba ampia, saranno il perfetto complemento di look da giorno in abbinamento alle maglie di collezione.
","- Composizione 66% Cotone 34% Lino
- Modello flat front
- Cintura con passanti
- Allacciatura con bottone e zip sottofinta
- Due tasche laterali in cucitura
- Due tasche a filetto sul retro
- Dettaglio risvolto imputurato
- Ampiezza fondo: 28 cm
- Made in Italy","46, 48, 50, 52, 54, 56",990,"[{""color"":""bianco"",""url"":""https://www.armani.com/variants/images/1647597298992039/F/w480.jpg""}]",https://www.armani.com/it-it/pantaloni-flat-front-in-lino-e-cotone-cannete_cod1647597298992039.html
uomo,abiti,nero,lana vergine,"Abito linea Soho in lana e cashmere
",P/E 2023,casual,everyday,"Abito sofisticato linea Soho che coniuga i dettagli della tradizione sartoriale con tessuti ricercati e pregiati che sottolineano l'immagine contemporanea del modello. La giacca, dal fit slim, ha revers a lancia, taschino e tasche a filetto. Abbottonatura monopetto a due bottoni. I pantaloni hanno linea classica, cinturino con passanti, chiusura con zip coperta e bottone.
","- Composizione 90% Lana Vergine 10% Cachemire
- Giacca monopetto con chiusura a due bottoni
- Revers a lancia
- Due tasche a filetto
- Taschino sul petto
- Due spacchi laterali sul retro
- Lunghezza: 73,5 cm
- Pantalone con chiusura con zip e bottone
- Due tasche a filetto laterali
- Due tasche a filetto sul retro con bottone
- Ampiezza fondo: 19 cm
- Made in Italy","44, 46, 48, 50, 52, 54, 56, 58, 60",2100,"[{""color"":""nero"",""url"":""https://www.armani.com/variants/images/17266703523712900/F/w480.jpg""}]",https://www.armani.com/it-it/abito-linea-soho-in-lana-e-cashmere_cod17266703523712900.html
uomo,camicie,bianco,cotone,"Camicia slim fit in jersey di cotone",P/E 2023,elegant,"everyday, business","Camicia realizzata in jersey di cotone. Il modello è definito dalla vestibilità slim, dal collo con vele piccole e stecche in metallo, carrè posteriore, pinces sulla schiena, bottoni in madreperla e cuciture all'inglese.
","- Composizione 100% Cotone
- Camicia slim fit
- Realizzata in jersey di cotone
- Collo con vele piccole e stecche in metallo
- Carrè posteriore
- Pinces sulla schiena
- Bottoni in madreperla
- Cuciture all'inglese
- Made in Italy","38, 39, 40, 41, 42",450,"[{""color"":""bianco"",""url"":""https://www.armani.com/variants/images/17411127375856269/F/w480.jpg""}]",https://www.armani.com/it-it/camicia-slim-fit-in-jersey-di-cotone_cod17411127375856269.html
uomo,abiti,nero e blu navy,lana vergine,"Abito Linea Soft monopetto in lana water repellent",P/E 2023,elegant,"cocktail, dinner","Abito Linea Soft realizzato con costruzione sartoriale definito dal fit slim. Il modello ha giacca con abbottonatura monopetto a due bottoni, spalla diritta e spacchi laterali dietro. Lunghezza: 74 cm. Pantaloni flat front slim fit costruzione classica con piega stirata.
","- Composizione 100% Lana Vergine
- Giacca chiusura monopetto a due bottoni, tasche con alette, collo con - - revers a specchio, spacchi laterali e taschino a filetto
- Pantaloni con bottone e zip
- Fondo pantaloni: 19 cm
- Lunghezza giacca: 74 cm
- Foderato
- Made in Italy","46, 48, 50, 52, 54, 56",1700,"[{""color"":""nero"",""url"":""https://www.armani.com/variants/images/17411127375778885/F/w480.jpg""},{""color"":""blunavy"",""url"":""https://www.armani.com/variants/images/1647597310258939/F/w480.jpg""}]",https://www.armani.com/it-it/abito-linea-soft-monopetto-in-lana-water-repellent_cod17411127375778885.html
uomo,giacche,beige,"viscosa, poliammide e elastan",Giacca monopetto in viscosa stretch bicolore,P/E 2023,elegant,"business, everyday","Giacca monopetto realizzata in viscosa stretch impreziosita dalla lavorazionecon motivo a righe diagonali bicolori. Il modello, con scollo a V e tasche applicate, grazie alla sua attitude décontracté si presta a completare look da giorno in chiave informale.","- Composizione 86% Viscosa 13% Poliammide 1% Elastan
- Scollo a V
- Chiusura con zip sottofinta
- Due tasche a toppa
- Un taschino a toppa sul petto
- Due spacchi sul retro
- Polsini con bottoni
- Sfoderata
- Lunghezza: 71 cm
- Made in Italy","44, 46, 48, 50, 52, 54",2200,"[{""color"":""beige"",""url"":""https://www.armani.com/variants/images/1647597298958020/F/w800.jpg""}]",https://www.armani.com/it-it/giacca-monopetto-in-viscosa-stretch-bicolore_cod1647597298958020.html
uomo,giacche,fantasia,"lino, viscosa e acetato",Giacca doppiopetto Linea Heritage in misto viscosa e seta jacquard,P/E 2023,elegant,"busniess, everyday, cocktail, dinner","Una nuova proposta di giacca doppiopetto, dalla vestibilità regular, che reinterpreta i modelli iconici della maison in una chiave più contemporanea. Un capo che rivede i codici stilistici della giacca classica da uomo, realizzata in misto viscosa e seta jacquard tono un tono. Il modello si caratterizza per il collo a scialle, la chiusura doppiopetto a due bottoni e la vestibilità confortevole, accentuata anche dall'assenza di fodera.","- Composizione 42% Acetato 33% Viscosa 25% Lino
- Giacca linea Heritage
- Revers a scialle
- Chiusura doppiopetto a due bottoni
- Due tasche a filetto
- Un taschino sul petto
- Polsini con bottoni
- Sfoderata
- Lunghezza: 75 cm
- Made in Italy","46, 48, 50, 52, 54, 56",2100,"[{""color"":""fantasia"",""url"":""https://www.armani.com/variants/images/1647597298957130/F/w960.jpg""}]",https://www.armani.com/it-it/giacca-doppiopetto-linea-heritage-in-misto-viscosa-e-seta-jacquard_cod1647597298957130.html
uomo,blouson ,blu,viscosa e acetato,Blouson in misto viscosa jacquard con logo all-over,P/E 2023,casual ,everyday,"Linee definite e design ricercato per blouson monopetto realizzato in misto viscosa dall'attitude rilassata. Un capo reso speciale dalla lavorazione jacquard all-over con logo GA, che si distingue per le tasche applicate con patta, la doppia chiusura con zip ed elastico al fondo, che ne sottolinea lo spirito versatile e sportivo.","- Composizione 58% Viscosa 42% Acetato
- Modello monopetto
- Chiusura con zip a doppio tiretto
- Due tasche applicate con patta e bottone
- Due tasche a filetto laterali
- Collo a camicia
- Polsi e vita con stringitori
- Sfoderato
- Lunghezza: 65 cm
- Made in Italy","46, 48, 50, 52, 54, 56",1700,"[{""color"":""blu"",""url"":""https://www.armani.com/variants/images/1647597298973661/F/w800.jpg""}]",https://www.armani.com/it-it/blouson-in-misto-viscosa-jacquard-con-logo-all-over_cod1647597298973661.html
uomo,pantaloni,blu,viscosa e acetato,Pantaloni a una pince in misto viscosa jacquard monogram,P/E 2023,casual ,everyday,"Pantaloni a una pince realizzati in misto viscosa, dalla finitura leggermente lucida. Un modello versatile e pratico, caratterizzato da volumi morbidi e confortevoli, reso particolare dalla lavorazione jacquard con monogram bicolore. Pensato per completare numerosi outfit da giorno, è perfetto da abbinare alle giacche e camicie di collezione.","- Composizione 58% Viscosa 42% Acetato
- Modello a una pince
- Elastico in vita
- Allacciatura con bottone e zip
- Due tasche laterali a filetto
- Una tasca a filetto sul retro
- Ampiezza fondo: 17 cm
- Made in Italy","46, 48, 50, 52, 54, 56",690,"[{""color"":""blu"",""url"":""https://www.armani.com/variants/images/1647597298987373/F/w800.jpg""}]",https://www.armani.com/it-it/pantaloni-a-una-pince-in-misto-viscosa-jacquard-monogram_cod1647597298987373.html
uomo,camicie,fantasia,cupro,Giacca camicia in cupro stampato Armani Sustainability Values,Armani Sustainability Values,casual ,everyday,"Giacca camicia realizzata in cupro certificato, che assicura la presenza di materiali riciclati tracciati e il rispetto dei criteri ambientali e sociali per la produzione. Un capo leggero, fresco e dalla vestibilità fluida, impreziosito dalla particolare stampa bicolore effetto onda, elemento ricorrente di questa parte di collezione, e dal dettaglio delle tue tasche con toppa applicate.","- Composizione 100% Cupro
- Giacca camicia monopetto
- Piccolo collo a scialle
- Allacciatura con bottoni a vista
- Polsini con bottone
- Dettaglio due tasche con pattina e bottone applicate sul petto
- Sfoderata
- Lunghezza: 70 cm
- Made in Italy","46, 48, 50, 52, 54, 56",1900,"[{""color"":""fantasia"",""url"":""https://www.armani.com/variants/images/1647597298957115/F/w800.jpg""}]",https://www.armani.com/it-it/giacca-camicia-in-cupro-stampato-armani-sustainability-values_cod1647597298957115.html
uomo,giacche,bianco e grigio chiaro,seta e poliammide,Giacca monopetto in twill di misto seta,P/E 2023,elegant,"everyday, cocktail, dinner","Giacca con vestibilità asciutta, completamente decostruita; caratteristica che conferisce al modello le iconiche linee fluide, grandi rappresentati dello stile Giorgio Armani. Modello monopetto a un bottone realizzato in twill di misto seta, impreziosita dal dettaglio a contrasto che crea un effetto di sovrapposizione. Un capo versatile e ricercato, perfetto alleato di look disinvolti.","- Composizione: 75% Seta 25% Poliammid
- Revers a specchio
- Chiusura monopetto a un bottone
- Due tasche a filetto
- Sfoderata
- Lunghezza: 73 cm
- Made in Italy","46, 48, 50, 52, 54,56 58",1900,"[{""color"":""bianco"",""url"":""https://www.armani.com/variants/images/1647597298958028/F/w800.jpg""}], [{""color"":""grigiochiaro"",""url"":""https://www.armani.com/variants/images/1647597298958029/F/w800.jpg""}]",https://www.armani.com/it-it/giacca-monopetto-in-twill-di-misto-seta_cod1647597298958028.html
uomo,t-shirt,"blu, nero e fantasia",cotone,T-shirt girocollo con maxi logo in interlock di cotone,P/E 2023,casual,everyday,"E' il logo il vero protagonista di questa t-shirt a maniche corte realizzata in interlock di puro cotone. Il modello, dalla vestibilità leggermente over, si caratterizza per il maxi logo ricamato a contrasto sulla parte frontale, che crea un effetto tridimensionale di impatto. Un capo adatto a look dallo spirito disinvolto e casual.","- Composizione: 100% Cotone
- Girocollo
- Maniche corte
- Maxi logo GA ricamato a contrasto sul davanti
- Collo riportato nel suo tessuto
- Made in Italy","46, 48, 50, 52, 54, 56, 58, 60",450,"[{""color"":""blu"",""url"":""https://www.armani.com/variants/images/1647597301062653/F/w800.jpg""}],[{""color"":""fantasia"",""url"":""https://www.armani.com/variants/images/1647597298987348/F/w800.jpg""}], [{""color"":""nero"",""url"":""https://www.armani.com/variants/images/1647597301062654/F/w800.jpg""}]",https://www.armani.com/it-it/t-shirt-girocollo-con-maxi-logo-in-interlock-di-cotone_cod1647597301062653.html
